UNITID,Institution Name,City,State,ZIP,County,Latitude,Longitude,Distance from KC (mi),Tier,Tier Label,Sector,Control,Level,Institution Category,Institution Size,Degree-Granting,Locale,HBCU,Status,CBSA,Website,Address
179344,Missouri State University-West Plains,West Plains,MO,65775-2715,Howell County,36.729574,-91.857838,220.9,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,48460,wp.missouristate.edu/,128 Garfield Avenue
178059,Maryville University of Saint Louis,Saint Louis,MO,63141-7299,St. Louis County,38.644774,-90.505998,221.3,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","5,000 - 9,999",Degree-granting,Suburb: Large,No,Active,41180,https://www.maryville.edu/,650 Maryville University Drive
178183,Midwest Institute,Earth City,MO,63045,St. Louis County,38.769983,-90.465613,222.2,5,Outer MO+KS (150+ mi),"Private for-profit, 2-year",Private for-profit,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,midwestinstitute.com/,4260 Shoreline Drive
178244,Missouri Baptist University,Saint Louis,MO,63141-8698,St. Louis County,38.641526,-90.462586,223.7,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","5,000 - 9,999",Degree-granting,Suburb: Large,No,Active,41180,www.mobap.edu/,One College Park Dr
500333,Arizona College of Nursing-St Louis,Maryland Heights,MO,63146-4011,St. Louis County,38.690785,-90.449253,223.8,5,Outer MO+KS (150+ mi),"Private for-profit, 4-year or above",Private for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Suburb: Large,No,New,41180,https://www.arizonacollege.edu/,"1807 Park 270 Drive, Suite 270"
179308,Saint Louis Community College,Bridgeton,MO,63044,St. Louis County,38.745678,-90.437078,224.0,5,Outer MO+KS (150+ mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, not primarily baccalaureate or above","10,000 - 19,999",Degree-granting,Suburb: Large,No,Active,41180,https://www.stlcc.edu/,3221 McKelvey Road
177126,Covenant Theological Seminary,Saint Louis,MO,63141-8609,St. Louis County,38.643066,-90.451323,224.2,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,https://www.covenantseminary.edu/,12330 Conway Road
177676,Jefferson College,Hillsboro,MO,63050-2440,Jefferson County,38.259889,-90.558954,224.4,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Rural: Fringe,No,Active,41180,https://www.jeffco.edu/,1000 Viking Drive
442426,St Louis College of Health Careers-Fenton,Fenton,MO,63026,St. Louis County,38.544635,-90.470904,224.4,5,Outer MO+KS (150+ mi),"Private for-profit, 4-year or above",Private for-profit,Four-year or above,"Degree-granting, not primarily baccalaureate or above","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,www.slchc.edu/,1297 North Highway Drive
466921,Chamberlain University-Missouri,St. Louis,MO,63146,St. Louis County,38.701907,-90.436283,224.4,5,Outer MO+KS (150+ mi),"Private for-profit, 4-year or above",Private for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,https://www.chamberlain.edu/,"11830 Westline Industrial Drive, Suite 106"
461573,American Trade School,Saint Ann,MO,63074-1807,St. Louis County,38.72876,-90.380141,227.2,5,Outer MO+KS (150+ mi),"Private for-profit, 2-year",Private for-profit,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,www.americantradeschool.edu/,3925 Industrial Drive
417716,Applied Tech,Sunset Hills,MO,63127,St. Louis County,38.542285,-90.413236,227.5,5,Outer MO+KS (150+ mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,41180,www.appliedtech.edu/,12721 West Watson Road
455071,Healing Arts Center,St. Louis,MO,63122,St. Louis County,38.603239,-90.387718,228.1,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,41180,https://www.thehealingartscenter.com/,"10073 Manchester Road, Suite 100"
363679,Grabber School of Hair Design,St. Louis,MO,63126,St. Louis County,38.557164,-90.390799,228.5,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,41180,grabberschool.edu/,9833 Watson Road
154697,Barton County Community College,Great Bend,KS,67530,Barton County,38.403529,-98.731648,228.9,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","5,000 - 9,999",Degree-granting,Rural: Fringe,No,Active,24460,https://www.bartonccc.edu/,245 NE 30th Road
460932,Skin Institute,Saint Louis,MO,63126,St. Louis County,38.527717,-90.364232,230.3,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,41180,www.skininstitute.edu/,25 Ronnie's Plaza
177278,Eden Theological Seminary,Webster Groves,MO,63119-3192,St. Louis County,38.592307,-90.345605,230.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,www.eden.edu/,475 E Lockwood Ave
179894,Webster University,Saint Louis,MO,63119-3194,St. Louis County,38.588875,-90.345151,230.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","5,000 - 9,999",Degree-granting,Suburb: Large,No,Active,41180,www.webster.edu/,470 E Lockwood Ave.
178420,University of Missouri-St Louis,Saint Louis,MO,63121-4400,St. Louis County,38.710312,-90.311091,231.0,5,Outer MO+KS (150+ mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","10,000 - 19,999",Degree-granting,Suburb: Large,No,Active,41180,https://www.umsl.edu/,One University Boulevard
177418,Fontbonne University,Saint Louis,MO,63105-3098,St. Louis County,38.642697,-90.315712,231.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,https://www.fontbonne.edu/,6800 Wydown Blvd
495226,St. Louis Med Tech,St. Louis,MO,63123-3107,St. Louis County,38.551852,-90.335689,231.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, less-than 2-year",Private not-for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,41180,www.stlmedtech.org/,59 Grasso Plaza
496724,Aesthetics Institute,St. Louis,MO,63123-3107,St. Louis County,38.551852,-90.335689,231.5,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Suburb: Large,No,Active,41180,https://www.aiskin.org/,50 Grasso Plaza
177816,Kenrick Glennon Seminary,Saint Louis,MO,63119-4399,St. Louis County,38.584608,-90.324024,231.7,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,www.kenrick.edu/,5200 Glennon Dr
179867,Washington University in St Louis,St. Louis,MO,63130,St. Louis County,38.647929,-90.310604,231.7,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","10,000 - 19,999",Degree-granting,Suburb: Large,No,Active,41180,https://washu.edu/,1 Brookings Drive
177092,Concordia Seminary,Saint Louis,MO,63105-3196,St. Louis County,38.637181,-90.311324,231.8,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,Suburb: Large,No,Active,41180,https://www.csl.edu/,801 Seminary Place
461421,Paul Mitchell the School-St Louis,St. Louis,MO,63108-1554,St. Louis City,38.64474,-90.262731,234.3,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Large,No,Active,41180,paulmitchell.edu/stlouis,30 Maryland Plaza Suite 200
179265,University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,63110-1088,St. Louis City,38.636904,-90.260617,234.5,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,City: Large,No,Active,41180,www.uhsp.edu/,1 Pharmacy Place
179511,St Louis College of Health Careers-St Louis,Saint Louis,MO,63110,St. Louis City,38.63155,-90.26194,234.5,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Large,No,Active,41180,www.slchc.edu/,909 South Taylor Avenue
177719,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,63110,St. Louis City,38.637165,-90.258772,234.6,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,City: Large,No,Active,41180,https://www.barnesjewishcollege.edu/,"4483 Duncan Avenue, Mailstop 90-36-697"
178891,Ranken Technical College,Saint Louis,MO,63113-2811,St. Louis City,38.653303,-90.248465,234.9,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, not primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Large,No,Active,41180,www.ranken.edu/,4431 Finney Ave
176600,Aquinas Institute of Theology,Saint Louis,MO,63108-3323,St. Louis City,38.634329,-90.237795,235.7,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,City: Large,No,Active,41180,https://www.ai.edu/,23 South Spring Avenue
179159,Saint Louis University,Saint Louis,MO,63103-2097,St. Louis City,38.636801,-90.2351,235.8,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","10,000 - 19,999",Degree-granting,City: Large,No,Active,41180,www.slu.edu/,One North Grand Blvd
177551,Harris-Stowe State University,Saint Louis,MO,63103-2136,St. Louis City,38.631744,-90.224288,236.5,5,Outer MO+KS (150+ mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","1,000 - 4,999",Degree-granting,City: Large,Yes,Active,41180,https://www.hssu.edu/,3026 Laclede Ave
494010,Ponce Health Sciences University-St Louis,St. Louis,MO,63103,St. Louis City,38.631435,-90.21479,237.0,5,Outer MO+KS (150+ mi),"Private for-profit, 4-year or above",Private for-profit,Four-year or above,"Degree-granting, graduate with no undergraduate","Under 1,000",Degree-granting,City: Large,No,Active,41180,stlouis.psm.edu/#,2351 Market St.
178767,Stevens-The Institute of Business & Arts,Saint Louis,MO,63103,St. Louis City,38.632917,-90.201157,237.7,5,Outer MO+KS (150+ mi),"Private for-profit, 4-year or above",Private for-profit,Four-year or above,"Degree-granting, not primarily baccalaureate or above","Under 1,000",Degree-granting,City: Large,No,Active,41180,www.siba.edu/,1521 Washington Avenue
178217,Mineral Area College,Park Hills,MO,63601-1000,St. Francois County,37.845199,-90.481847,237.9,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Distant,No,Active,22100,https://mineralarea.edu/,5270 Flat River Road
155715,Pratt Community College,Pratt,KS,67124,Pratt County,37.654451,-98.714538,245.3,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,-2,www.prattcc.edu/,348 NE SR 61
155159,Hays Academy of Hair Design,Hays,KS,67601,Ellis County,38.884873,-99.310623,254.5,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,25700,www.haysacademy.edu/,1214 East 27th Street
155061,Fort Hays State University,Hays,KS,67601-4099,Ellis County,38.872156,-99.342503,256.3,5,Outer MO+KS (150+ mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","10,000 - 19,999",Degree-granting,Town: Remote,No,Active,25700,www.fhsu.edu/,600 Park St
155070,Barclay College,Haviland,KS,67059-0288,Kiowa County,37.62012,-99.105351,265.7,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, primarily baccalaureate or above","Under 1,000",Degree-granting,Rural: Remote,No,Active,-2,www.barclaycollege.edu/,607 N Kingman
178828,Poplar Bluff Technical Career Center,Poplar Bluff,MO,63901-8960,Butler County,36.793776,-90.450477,275.6,5,Outer MO+KS (150+ mi),"Public, less-than 2-year",Public,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,Town: Remote,No,Active,38740,www.poplarbluffschools.net/,3203 Oak Grove Rd
179645,Three Rivers College,Poplar Bluff,MO,63901,Butler County,36.776571,-90.429769,277.2,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,38740,https://trcc.edu/,2080 Three Rivers Blvd
498863,Renaissance Beauty Academy,Cape Girardeau,MO,63703-4918,Cape Girardeau County,37.297396,-89.573395,298.9,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Small,No,Active,16020,https://www.renaissancebeautyacademy.com/,268 South Mount Auburn Road
176798,Cape Girardeau Career and Technology Center,Cape Girardeau,MO,63703-7511,Cape Girardeau County,37.274001,-89.565366,300.0,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Small,No,Active,16020,www.capectc.org/,1080 S. Silver Springs Rd.
417734,Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,63703-4507,Cape Girardeau County,37.302453,-89.54587,300.1,5,Outer MO+KS (150+ mi),"Private not-for-profit, 4-year or above",Private not-for-profit,Four-year or above,"Degree-granting, not primarily baccalaureate or above","Under 1,000",Degree-granting,City: Small,No,Active,16020,www.sehcollege.edu/,2001 William Street
451316,Trend Setters School,Cape Girardeau,MO,63703-7607,Cape Girardeau County,37.285482,-89.556451,300.1,5,Outer MO+KS (150+ mi),"Private for-profit, less-than 2-year",Private for-profit,Less-than-two-year,"Nondegree-granting, sub-baccalaureate","Under 1,000",Nondegree-granting,City: Small,No,Active,16020,www.trendsettersschool.com/,835 South Kings Highway
179557,Southeast Missouri State University,Cape Girardeau,MO,63701,Cape Girardeau County,37.311107,-89.531187,300.6,5,Outer MO+KS (150+ mi),"Public, 4-year or above",Public,Four-year or above,"Degree-granting, primarily baccalaureate or above","5,000 - 9,999",Degree-granting,City: Small,No,Active,16020,https://www.semo.edu/,"One University Plaza, MS2025"
154998,Dodge City Community College,Dodge City,KS,67801-2399,Ford County,37.776891,-100.037481,309.2,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,19980,https://dc3.edu/,2501 N 14th Ave
154934,Colby Community College,Colby,KS,67701,Thomas County,39.377601,-101.052744,346.9,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,-2,www.colbycc.edu/,1255 S Range
155104,Garden City Community College,Garden City,KS,67846-6333,Finney County,37.970514,-100.84916,347.7,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,23780,www.gcccks.edu/,801 Campus Dr
155858,Seward County Community College,Liberal,KS,67901,Seward County,37.059807,-100.917695,372.4,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","1,000 - 4,999",Degree-granting,Town: Remote,No,Active,30580,https://sccc.edu/,1801 N. Kansas Ave.
155618,Fort Hays State University-Northwest Kansas Technical College,Goodland,KS,67735,Sherman County,39.346424,-101.70022,381.5,5,Outer MO+KS (150+ mi),"Public, 2-year",Public,Two-year,"Degree-granting, associate and certificates","Under 1,000",Degree-granting,Town: Remote,No,Active,-2,www.fhnw.edu/,1209 Harrison Ave
